Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyCheck,fullAddress,lon,lat
16-032318,2016-07,07/02/2016 20:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4300,LEE AVE,68,NA,NA,4100,CLAY,0,0,TRUE,"4300 LEE AVE, St. Louis, MO",NA,NA
16-032383,2016-07,07/02/2016 20:30,Y,NA,NA,1,NA,69702,2,LARCENY-ALL OTHER UNDER $500,0,FOREST PARK - ART HILL,82,NA,NA,NA,NA,0,0,TRUE,"0 FOREST PARK - ART HILL, St. Louis, MO",NA,NA
16-032369,2016-07,07/03/2016 00:01,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,5000,MIAMI ST,14,NA,NA,3200,SUBLETTE,0,0,TRUE,"5000 MIAMI ST, St. Louis, MO",NA,NA
16-036411,2016-07,07/05/2016 02:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,900,RIVERVIEW BLVD,74,NA,NA,900,RIVERVIEW,0,0,TRUE,"900 RIVERVIEW BLVD, St. Louis, MO",NA,NA
16-032666,2016-07,07/05/2016 02:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3400,WYOMING ST,25,NA,NA,4400,MINNESOTA,0,0,TRUE,"3400 WYOMING ST, St. Louis, MO",NA,NA
16-032673,2016-07,07/05/2016 03:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3100,THOMAS ST,77,NA,NA,NA,NA,0,0,TRUE,"3100 THOMAS ST, St. Louis, MO",NA,NA
16-033049,2016-07,07/07/2016 01:25,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,6100,PAGE BLVD,78,DJ S PACKAGE LIQUOR,NA,NA,NA,0,0,TRUE,"6100 PAGE BLVD, St. Louis, MO",NA,NA
16-033298,2016-07,07/08/2016 01:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,7000,BERTHOLD AVE,44,NA,NA,7000,BERTHOLD,0,0,TRUE,"7000 BERTHOLD AVE, St. Louis, MO",NA,NA
16-036049,2016-08,07/08/2016 12:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3800,IOWA AVE,16,NA,NA,3800,IOWA,0,0,TRUE,"3800 IOWA AVE, St. Louis, MO",NA,NA
16-033354,2016-07,07/08/2016 21:18,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,4700,WASHINGTON AVE,38,NA,NA,4700,WASHINGTON,0,0,TRUE,"4700 WASHINGTON AVE, St. Louis, MO",NA,NA
16-033444,2016-08,07/09/2016 10:15,NA,NA,NA,1,NA,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3751,JEFFERSON,19,MOTOMART,CALLER CALLED FROM 3716 OHIO AVE,3716,OHIO,0,0,TRUE,"3751 JEFFERSON, St. Louis, MO",NA,NA
16-034405,2016-08,07/14/2016 01:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,5900,DRESSELL AVE,70,NA,NA,5800,NATURAL BRIDGE,0,0,TRUE,"5900 DRESSELL AVE, St. Louis, MO",NA,NA
16-034522,2016-09,07/15/2016 01:00,NA,NA,NA,1,NA,23000,1,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,NA,EICHELBERGER ULENA,5,NA,NA,6200,GRAND,0,0,TRUE,"NA EICHELBERGER ULENA, St. Louis, MO",NA,NA
16-035238,2016-07,07/17/2016 22:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,5800,FYLER AVE,14,NA,NA,5800,FYLER,0,0,TRUE,"5800 FYLER AVE, St. Louis, MO",NA,NA
16-035618,2016-07,07/20/2016 21:30,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,5300,SAVOY CT,49,NA,NA,5300,SAVOY,0,0,TRUE,"5300 SAVOY CT, St. Louis, MO",NA,NA
16-035631,2016-07,07/21/2016 01:00,Y,NA,NA,1,NA,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3800,PRAIRIE AVE,59,NA,FAIRGROUNDS PARK,3710,GRAND,0,0,TRUE,"3800 PRAIRIE AVE, St. Louis, MO",NA,NA
16-035816,2018-01,07/22/2016 00:45,NA,NA,NA,1,NA,44013,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",14,MARYLAND,38,BAR LOUIE,NA,14,MARYLAND,0,0,TRUE,"14 MARYLAND, St. Louis, MO",NA,NA
16-036329,2016-07,07/24/2016 05:30,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1400,WRIGHT ST,63,NA,NA,1400,WRIGHT,0,0,TRUE,"1400 WRIGHT ST, St. Louis, MO",NA,NA
16-036920,2016-07,07/25/2016 00:01,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1400,LOCUST ST,36,NEW LIFE EVANGELISTIC CENTER,@NEW LIFE EVNGLSTC CNTR,1400,LOCUST,0,0,TRUE,"1400 LOCUST ST, St. Louis, MO",NA,NA
16-037896,2016-08,07/25/2016 22:00,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,5000,ENRIGHT AVE,51,NA,NA,1900,OLIVE,0,0,TRUE,"5000 ENRIGHT AVE, St. Louis, MO",NA,NA
16-036818,2016-07,07/27/2016 11:17,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,0,ARLINGTON AVE / HARNEY AVE,71,NA,NA,NA,NA,0,0,TRUE,"0 ARLINGTON AVE / HARNEY AVE, St. Louis, MO",NA,NA
16-039566,2016-08,07/27/2016 22:00,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,5600,PALM ST,50,NA,NA,5600,PALM,0,0,TRUE,"5600 PALM ST, St. Louis, MO",NA,NA
16-037049,2016-08,07/28/2016 16:14,NA,NA,NA,1,NA,71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,5929,CHILDRESS,8,NA,NA,NA,NA,0,0,TRUE,"5929 CHILDRESS, St. Louis, MO",NA,NA
16-037103,2016-08,07/28/2016 21:30,NA,NA,NA,1,NA,67701,6,LARCENY-FROM BUILDING UNDER $500,712,RIVERMONT,75,NA,NA,712,RIVERMONT,0,0,TRUE,"712 RIVERMONT, St. Louis, MO",NA,NA
16-037184,2016-08,07/29/2016 09:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3700,NORTH MARKET ST,59,NA,NA,3700,NORTH MARKET,0,0,TRUE,"3700 NORTH MARKET ST, St. Louis, MO",NA,NA
16-037215,2016-11,07/29/2016 13:34,NA,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3800,MISSOURI,18,NA,NA,3800,MISSOURI,0,0,TRUE,"3800 MISSOURI, St. Louis, MO",NA,NA
17-039096,2017-08,07/29/2016 14:53,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,8800,GOODFELLOW BLVD,73,NA,NA,8800,GOODFELLOW,0,0,TRUE,"8800 GOODFELLOW BLVD, St. Louis, MO",NA,NA
16-037347,2016-10,07/29/2016 22:00,Y,NA,NA,1,NA,83000,2,ARSON-KNOWINGLY BURNING/SUCCESS,4140,SHENANDOAH,27,NA,NA,414,SHENANDOAH,0,0,TRUE,"4140 SHENANDOAH, St. Louis, MO",NA,NA
16-037365,2016-08,07/29/2016 23:00,NA,NA,NA,1,NA,71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5021,NORTHLAND,52,NA,NA,5021,NORTHLAND,0,0,TRUE,"5021 NORTHLAND, St. Louis, MO",NA,NA
16-037414,2016-09,07/30/2016 01:00,NA,NA,NA,1,NA,64701,4,LARCENY-FROM MTR VEH UNDER $500,2206,LUCAS,36,NA,NA,NA,NA,0,0,TRUE,"2206 LUCAS, St. Louis, MO",NA,NA
16-038016,2016-08,07/30/2016 13:00,Y,NA,NA,1,NA,65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,OFALLON PARK,62,OFALLON PARK,NA,NA,NA,0,0,TRUE,"0 OFALLON PARK, St. Louis, MO",NA,NA
17-003139,2017-01,08/01/2016 00:01,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3700,MINNESOTA AVE,19,NA,NA,3600,PENNSYLVANIA,0,0,TRUE,"3700 MINNESOTA AVE, St. Louis, MO",NA,NA
18-028000,2018-06,08/01/2016 00:01,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,5600,COLUMBIA AVE,13,NA,NA,5600,COLUMBIA,0,0,TRUE,"5600 COLUMBIA AVE, St. Louis, MO",NA,NA
16-051770,2016-10,08/02/2016 14:31,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,2800,STODDARD ST,59,NA,NA,2800,STODDARD,0,0,TRUE,"2800 STODDARD ST, St. Louis, MO",NA,NA
16-040409,2016-08,08/09/2016 12:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4400,LABADIE AVE,56,NA,NA,4400,LABADIE,0,0,TRUE,"4400 LABADIE AVE, St. Louis, MO",NA,NA
16-047247,2016-10,08/11/2016 21:10,NA,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,3800,FOLSOM AVE,29,NA,NA,3800,FOLSOM,0,0,TRUE,"3800 FOLSOM AVE, St. Louis, MO",NA,NA
16-040444,2016-08,08/13/2016 22:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1500,N 20TH ST,61,NA,NA,1200,MELVIN E COLLINS,0,0,TRUE,"1500 N 20TH ST, St. Louis, MO",NA,NA
16-040302,2016-08,08/14/2016 04:27,Y,NA,NA,1,NA,43016,4,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1300,N. 13TH ST,61,NA,NA,NA,NA,0,0,TRUE,"1300 N. 13TH ST, St. Louis, MO",NA,NA
16-040450,2016-08,08/14/2016 19:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,4000,MERAMEC ST,16,NA,NA,NA,NA,0,0,TRUE,"4000 MERAMEC ST, St. Louis, MO",NA,NA
16-040471,2016-08,08/15/2016 00:15,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,0,W FLORISSANT AVE / POPE AVE,68,O FALLON PARK,NA,NA,NA,0,0,TRUE,"0 W FLORISSANT AVE / POPE AVE, St. Louis, MO",NA,NA
16-041522,2016-09,08/19/2016 14:00,NA,NA,NA,1,NA,69602,4,"LARCENY-ALL OTHER $500 - $24,999",2820,GRAND,59,JOINER DIECUTTING AND PACKAGING INC,NA,2820,GRAND,0,0,TRUE,"2820 GRAND, St. Louis, MO",NA,NA
16-041469,2016-08,08/19/2016 19:15,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,700,LAFAYETTE AVE,21,NA,NA,700,LAFAYETTE,0,0,TRUE,"700 LAFAYETTE AVE, St. Louis, MO",NA,NA
16-041669,2016-08,08/21/2016 00:15,Y,NA,NA,1,NA,41011,0,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DAVISON AVE / EMERSON AVE,0,NA,NA,NA,NA,0,0,TRUE,"0 DAVISON AVE / EMERSON AVE, St. Louis, MO",NA,NA
16-041876,2016-09,08/22/2016 08:00,NA,NA,NA,1,NA,64701,6,LARCENY-FROM MTR VEH UNDER $500,4632,FLORISSANT,71,NA,NA,4632,FLORISSANT,0,0,TRUE,"4632 FLORISSANT, St. Louis, MO",NA,NA
16-042016,2016-08,08/22/2016 20:40,Y,NA,NA,1,NA,42011,1,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,5544,S. 37TH,3,NA,NA,5620,GRAND,0,0,TRUE,"5544 S. 37TH, St. Louis, MO",NA,NA
16-042502,2016-09,08/25/2016 01:00,NA,NA,NA,1,NA,51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,5520,ULENA,5,NA,NA,5520,ULENA,0,0,TRUE,"5520 ULENA, St. Louis, MO",NA,NA
16-042480,2016-09,08/25/2016 03:00,NA,NA,NA,1,NA,41015,3,ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC,1202,11TH,34,NA,NA,1202,11TH,0,0,TRUE,"1202 11TH, St. Louis, MO",NA,NA
17-031445,2017-07,08/25/2016 16:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1000,N 2ND ST,35,NA,@HOTEL- FOUR SEASONS,1000,2ND,0,0,TRUE,"1000 N 2ND ST, St. Louis, MO",NA,NA
16-042788,2016-09,08/25/2016 23:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,0,BATES ST / MORGANFORD RD,5,NA,NA,NA,NA,0,0,TRUE,"0 BATES ST / MORGANFORD RD, St. Louis, MO",NA,NA
16-043009,2016-09,08/26/2016 18:30,NA,NA,NA,1,NA,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4567,ENRIGHT,54,NA,NA,4567,ENRIGHT,0,0,TRUE,"4567 ENRIGHT, St. Louis, MO",NA,NA
16-042883,2017-04,08/27/2016 00:26,NA,NA,NA,1,NA,10000,3,HOMICIDE,1025,TUCKER,34,NA,NA,1013,TUCKER,0,0,TRUE,"1025 TUCKER, St. Louis, MO",NA,NA
16-043059,2016-08,08/27/2016 01:30,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,2000,MAURY AVE,13,NA,APT 1N,2000,MAURY,0,0,TRUE,"2000 MAURY AVE, St. Louis, MO",NA,NA
16-043413,2016-08,08/27/2016 10:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1000,N 2ND ST,35,NA,@HOTEL- FOUR SEASONS,1900,OLIVE,0,0,TRUE,"1000 N 2ND ST, St. Louis, MO",NA,NA
16-043109,2016-10,08/28/2016 03:47,NA,NA,NA,1,NA,31311,4,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,1,MULLANPHY,64,NA,NA,NA,NA,0,0,TRUE,"1 MULLANPHY, St. Louis, MO",NA,NA
16-043203,2016-08,08/28/2016 16:35,Y,NA,NA,1,NA,23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,4600,EMERSON AVE,71,NA,NA,NA,NA,0,0,TRUE,"4600 EMERSON AVE, St. Louis, MO",NA,NA
16-043277,2016-08,08/29/2016 02:10,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3300,FRANKLIN AVE,77,NA,NA,3300,FRANKLIN,0,0,TRUE,"3300 FRANKLIN AVE, St. Louis, MO",NA,NA
16-043613,2016-08,08/30/2016 15:30,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,2600,TEXAS AVE,24,NA,NA,2700,GRAVOIS,0,0,TRUE,"2600 TEXAS AVE, St. Louis, MO",NA,NA
16-043882,2016-08,08/31/2016 22:00,Y,NA,NA,1,NA,31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,UNION DR,82,FOREST PARK,BETWEEN SUMMIT DR AND THEATER DR,5873,MINERVA,0,0,TRUE,"0 UNION DR, St. Louis, MO",NA,NA
16-043944,2017-02,09/01/2016 03:00,NA,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,5000,LINDENWOOD,14,NA,MULTI-FAMILY DWELLING,7400,GRAVOIS,0,0,TRUE,"5000 LINDENWOOD, St. Louis, MO",NA,NA
18-012901,2018-04,09/01/2016 14:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1900,OLIVE ST,36,NA,@HEADQUARTERS,1900,OLIVE,0,0,TRUE,"1900 OLIVE ST, St. Louis, MO",NA,NA
16-044727,2016-09,09/05/2016 15:00,Y,NA,NA,1,NA,23000,5,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5700,CHAMBERLAIN AVE,48,NA,NA,5600,VERNON,0,0,TRUE,"5700 CHAMBERLAIN AVE, St. Louis, MO",NA,NA
16-044727,2016-09,09/05/2016 15:00,Y,NA,NA,1,NA,23000,5,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5700,CHAMBERLAIN AVE,48,NA,NA,5600,VERNON,0,0,TRUE,"5700 CHAMBERLAIN AVE, St. Louis, MO",NA,NA
16-044779,2016-09,09/05/2016 20:30,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,3900,CLEVELAND AVE,27,NA,NA,3900,CLEVELAND,0,0,TRUE,"3900 CLEVELAND AVE, St. Louis, MO",NA,NA
16-044961,2016-09,09/06/2016 17:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,2100,E COLLEGE AVE,66,NA,REAR,NA,NA,0,0,TRUE,"2100 E COLLEGE AVE, St. Louis, MO",NA,NA
16-044991,2016-09,09/06/2016 17:45,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4600,KORTE AVE,69,NA,NA,4700,KORTE,0,0,TRUE,"4600 KORTE AVE, St. Louis, MO",NA,NA
16-045900,2016-09,09/08/2016 20:00,Y,NA,NA,1,NA,23000,4,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,200,CASS AVE,64,NA,NA,200,CASS,0,0,TRUE,"200 CASS AVE, St. Louis, MO",NA,NA
16-045861,2016-09,09/11/2016 08:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4400,ASHLAND AVE,56,NA,NA,4300,LEXINGTON,0,0,TRUE,"4400 ASHLAND AVE, St. Louis, MO",NA,NA
17-032151,2017-07,09/12/2016 00:01,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,6500,FYLER AVE,9,NA,NA,1900,OLIVE,0,0,TRUE,"6500 FYLER AVE, St. Louis, MO",NA,NA
17-032151,2017-07,09/12/2016 00:01,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,6500,FYLER AVE,9,NA,NA,1900,OLIVE,0,0,TRUE,"6500 FYLER AVE, St. Louis, MO",NA,NA
16-046458,2016-09,09/12/2016 15:00,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,0,CLARA AVE / WABADA AVE,50,NA,NA,NA,NA,0,0,TRUE,"0 CLARA AVE / WABADA AVE, St. Louis, MO",NA,NA
16-046761,2016-09,09/13/2016 18:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3300,S JEFFERSON AVE,30,NA,APT A,3300,JEFFERSON,0,0,TRUE,"3300 S JEFFERSON AVE, St. Louis, MO",NA,NA
16-046591,2016-09,09/14/2016 18:15,Y,NA,NA,1,NA,69602,0,"LARCENY-ALL OTHER $500 - $24,999",0,N GRAND BLVD,0,NA,NA,NA,NA,0,0,TRUE,"0 N GRAND BLVD, St. Louis, MO",NA,NA
17-023376,2017-05,9/15/2016 20:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,4500,OAKLAND AVE,39,NA,NA,4500,OAKLAND,0,0,TRUE,"4500 OAKLAND AVE, St. Louis, MO",NA,NA
16-047293,2016-09,09/17/2016 22:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3800,WEST PINE BLVD,37,NA,GUNN HALL,NA,NA,0,0,TRUE,"3800 WEST PINE BLVD, St. Louis, MO",NA,NA
16-047167,2016-09,09/17/2016 23:45,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,2600,N BROADWAY,64,PURE PLEASURE,ALIAS N BROADWAY/ST LOUIS,NA,NA,0,0,TRUE,"2600 N BROADWAY, St. Louis, MO",NA,NA
16-047946,2016-11,09/21/2016 11:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,5900,SHULTE AVE,76,NA,NA,5900,SHULTE,0,0,TRUE,"5900 SHULTE AVE, St. Louis, MO",NA,NA
16-048694,2016-10,09/22/2016 15:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,0,N 14TH ST / CHAMBERS ST,63,NA,NA,NA,NA,0,0,TRUE,"0 N 14TH ST / CHAMBERS ST, St. Louis, MO",NA,NA
16-048058,2016-09,09/23/2016 02:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,2800,DR MARTIN LUTHER KING DR,59,NA,APT 122,2800,DR MARTIN LUTHER KING,0,0,TRUE,"2800 DR MARTIN LUTHER KING DR, St. Louis, MO",NA,NA
16-048061,2016-10,09/23/2016 02:00,NA,NA,NA,1,NA,71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4533,LEXINGTON,56,NA,NA,4533,LEXINGTON,0,0,TRUE,"4533 LEXINGTON, St. Louis, MO",NA,NA
16-052722,2016-11,09/23/2016 15:30,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,2200,RUTGER ST,32,NA,NA,2200,RUTGER,0,0,TRUE,"2200 RUTGER ST, St. Louis, MO",NA,NA
16-048386,2016-09,09/24/2016 17:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,5000,DELOR ST,7,NA,NA,5000,DELOR,0,0,TRUE,"5000 DELOR ST, St. Louis, MO",NA,NA
16-050542,2016-10,09/24/2016 22:26,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4800,BESSIE AVE,69,NA,NA,4800,BESSIE,0,0,TRUE,"4800 BESSIE AVE, St. Louis, MO",NA,NA
16-048469,2016-10,09/25/2016 07:40,NA,NA,NA,1,NA,51121,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,5042,NOTTINGHAM,7,NA,NA,5042,NOTTINGHAM,0,0,TRUE,"5042 NOTTINGHAM, St. Louis, MO",NA,NA
16-048561,2016-10,09/25/2016 18:10,Y,NA,NA,1,NA,43011,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,3738,VIRGINIA,19,NA,NA,3738,VIRGINIA,0,0,TRUE,"3738 VIRGINIA, St. Louis, MO",NA,NA
16-048657,2016-09,09/25/2016 19:30,Y,NA,NA,1,NA,23000,4,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1500,N 13TH ST,63,NA,ACROSS FROM SUNSHINE MISSION,1500,13TH,0,0,TRUE,"1500 N 13TH ST, St. Louis, MO",NA,NA
16-048767,2016-09,09/26/2016 15:30,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1300,LEWIS ST,64,NA,NA,1300,GRAND,0,0,TRUE,"1300 LEWIS ST, St. Louis, MO",NA,NA
16-049048,2016-10,09/27/2016 21:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,2900,MERAMEC ST,16,NA,2ND FL,2900,MERAMEC,0,0,TRUE,"2900 MERAMEC ST, St. Louis, MO",NA,NA
16-049224,2016-10,09/28/2016 17:00,NA,NA,NA,1,NA,72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5524,MURDOCH,7,NA,NA,5524,MURDOCH,0,0,TRUE,"5524 MURDOCH, St. Louis, MO",NA,NA
16-049178,2016-09,09/28/2016 18:20,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,4600,QUEENS AVE,71,NA,NA,700,BITTNER,0,0,TRUE,"4600 QUEENS AVE, St. Louis, MO",NA,NA
16-052912,2016-10,09/29/2016 15:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,3600,CHILDRESS AVE,9,NA,NA,3600,CHILDRESS,0,0,TRUE,"3600 CHILDRESS AVE, St. Louis, MO",NA,NA
16-051034,2016-11,09/30/2016 00:01,NA,NA,NA,1,NA,43026,5,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,5558,TERRY,50,NA,NA,1465,GRAND,0,0,TRUE,"5558 TERRY, St. Louis, MO",NA,NA
16-049397,2016-09,09/30/2016 00:30,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1200,WASHINGTON AVE,36,NA,NA,1200,WASHINGTON,0,0,TRUE,"1200 WASHINGTON AVE, St. Louis, MO",NA,NA
17-002572,2017-01,10/01/2016 11:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,4900,KEMPER AVE,13,NA,ROTC  SCHOOL,4900,KEMPER,0,0,TRUE,"4900 KEMPER AVE, St. Louis, MO",NA,NA
16-049731,2016-10,10/01/2016 18:45,Y,NA,NA,1,NA,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3100,INDIANA,22,NA,NA,NA,NA,0,0,TRUE,"3100 INDIANA, St. Louis, MO",NA,NA
16-050861,2016-10,10/05/2016 22:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,0,S GRAND BLVD / GRAVOIS AVE,19,NA,NA,NA,NA,0,0,TRUE,"0 S GRAND BLVD / GRAVOIS AVE, St. Louis, MO",NA,NA
16-050959,2016-10,10/08/2016 00:45,Y,NA,NA,1,NA,23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5600,W FLORISSANT AVE,72,NA,NA,NA,NA,0,0,TRUE,"5600 W FLORISSANT AVE, St. Louis, MO",NA,NA
16-051324,2016-10,10/09/2016 07:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,5000,ARLINGTON AVE,71,NA,NA,5000,ARLINGTON,0,0,TRUE,"5000 ARLINGTON AVE, St. Louis, MO",NA,NA
16-051414,2016-10,10/10/2016 13:30,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,3300,DELOR ST,16,NA,NA,3300,DELOR,0,0,TRUE,"3300 DELOR ST, St. Louis, MO",NA,NA
16-051435,2016-12,10/10/2016 15:03,NA,NA,NA,1,NA,69602,5,"LARCENY-ALL OTHER $500 - $24,999",5579,CHAMBERLAIN,48,NA,NA,5579,CHAMBERLAIN,0,0,TRUE,"5579 CHAMBERLAIN, St. Louis, MO",NA,NA
16-051849,2016-10,10/12/2016 02:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,2800,KEOKUK ST,16,NA,NA,3800,JEFFERSON,0,0,TRUE,"2800 KEOKUK ST, St. Louis, MO",NA,NA
16-051950,2016-10,10/12/2016 16:20,Y,NA,NA,1,NA,69702,1,LARCENY-ALL OTHER UNDER $500,4844,S BROADWAY,17,TACO TRUCK STL,NA,4844,S BROADWAY,0,0,TRUE,"4844 S BROADWAY, St. Louis, MO",NA,NA
16-052604,2016-10,10/17/2016 01:34,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1400,CARR ST,61,CARR SCHOOL,NA,1400,LOCUST,0,0,TRUE,"1400 CARR ST, St. Louis, MO",NA,NA
16-052996,2016-10,10/18/2016 20:05,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,2000,N FLORISSANT AVE,60,BP SERVICE STATION,NA,1400,MARKET,0,0,TRUE,"2000 N FLORISSANT AVE, St. Louis, MO",NA,NA
16-053865,2016-10,10/20/2016 16:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1900,HEBERT ST,63,NA,VACANT APARTMENT NEXT TO LAUNDROMAT,3200,20TH,0,0,TRUE,"1900 HEBERT ST, St. Louis, MO",NA,NA
16-054502,2016-10,10/22/2016 23:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,0,CARONDELET PARK,80,NA,@CARONDELET PARK,NA,NA,0,0,TRUE,"0 CARONDELET PARK, St. Louis, MO",NA,NA
16-053874,2016-10,10/23/2016 05:45,Y,NA,NA,1,NA,65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 21ST ST / MARKET ST,60,NA,NA,NA,NA,0,0,TRUE,"0 N 21ST ST / MARKET ST, St. Louis, MO",NA,NA
